Processes: 469 total, 2 running, 467 sleeping, 1681 threads 
2021/10/11 12:21:56
Load Avg: 1.17, 1.69, 1.89 
CPU usage: 3.42% user, 11.64% sys, 84.93% idle 
SharedLibs: 283M resident, 38M data, 31M linkedit.
MemRegions: 81866 total, 2952M resident, 79M private, 764M shared.
PhysMem: 8110M used (2014M wired), 80M unused.
VM: 4088G vsize, 2321M framework vsize, 7430563(0) swapins, 8051695(0) swapouts.
Networks: packets: 2615435/4026M in, 3297311/1981M out.
Disks: 1430394/56G read, 634399/63G written.

PID   COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM   PURG  CMPRS PGRP PPID STATE    BOOSTS     %CPU_ME %CPU_OTHRS UID FAULTS  COW    MSGSENT  MSGRECV  SYSBSD   SYSMACH  CSW       PAGEINS IDLEW   POWER INSTRS CYCLES USER                   #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
924   progressd        0.0  00:00.33 2     1   51     2248K  0B    1896K  924  1    sleeping  0[95]     0.00000 0.00000    501 8243     243    412       160       4615      1341      1456       7       15       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
921   iCloudNotificati 0.0  00:00.53 4     1   101    3108K  0B    2520K  921  1    sleeping  0[37]     0.00000 0.00000    501 13114    220    1009      358       11805     2276      5839       55      1493     0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
902   avatarsd         0.0  00:00.84 2     1   64     6272K  0B    5788K  902  1    sleeping  0[7]      0.00000 0.00000    501 19156    820    567       207       6943      2272      3597       2924    24       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
891   AMPArtworkAgent  0.0  00:03.04 2     1   80     6916K  0B    6448K  891  1    sleeping  0[21]     0.00000 0.00000    501 34834    245    1816      547       78747     22747     18308      23      1010     0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
890   com.apple.BKAgen 0.0  00:00.11 2     1   52     1480K  0B    1124K  890  1    sleeping  0[0]      0.00000 0.00000    501 4821     157    296       129       1498      679       673        9       10       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
889   PodcastContentSe 0.0  00:00.10 2     1   38     1684K  0B    1444K  889  1    sleeping  0[14]     0.00000 0.00000    501 4129     203    232       122       1326      495       632        7       14       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
888   media-indexer    0.0  00:00.88 2     1   57     11M    0B    11M    888  1    sleeping  0[43]     0.00000 0.00000    501 13671    170    692       228       5656      1495      2274       487     22       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
874   MailCacheDelete  0.0  00:00.10 2     1   48     1564K  0B    1180K  874  1    sleeping *0[1]      0.00000 0.00000    501 5598     185    318       143       1454      721       1000       32      13       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
873   sysdiagnose      0.0  00:00.07 2     1   30     1176K  0B    900K   873  1    sleeping *0[1]      0.00000 0.00000    0   3320     143    148       107       1018      305       588        0       12       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
872   cloudd           0.0  00:00.45 2     1   84     2120K  0B    1392K  872  1    sleeping  0[127]    0.00000 0.00000    0   21062    182    1898      591       9325      4037      4810       2       57       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
870   UsageTrackingAge 0.0  00:02.26 2     1   64     2364K  0B    824K   870  1    sleeping  0[0]      0.00000 0.00000    501 24516    163    6905      652       11719     14044     8561       272     48       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
869   distnoted        0.0  00:00.14 2     1   28     432K   0B    416K   869  1    sleeping *0[1]      0.00000 0.00000    269 2005     83     1042      946       4293      2078      1337       0       0        0.0   0         0         _reportmemoryexception N/A    N/A   N/A   N/A   N/A   N/A  
866   CacheDeleteExten 0.0  00:00.15 3     1   56     2592K  0B    2224K  866  1    sleeping *0[1]      0.00000 0.00000    501 6691     225    382       160       2005      875       1281       2       15       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
865   TVCacheExtension 0.0  00:00.11 2     1   48     1636K  0B    1280K  865  1    sleeping *0[1]      0.00000 0.00000    501 5783     190    369       157       2295      811       946        0       13       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
864   MusicCacheExtens 0.0  00:00.21 2     1   48     1684K  0B    1328K  864  1    sleeping *0[1]      0.00000 0.00000    501 5851     189    366       157       15488     815       1399       7       15       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
863   symptomsd-diag   0.0  00:00.17 2     1   56     1980K  0B    1616K  863  1    sleeping  0[11]     0.00000 0.00000    0   5949     160    320       155       2313      826       1430       49      18       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
862   storedownloadd   0.0  00:00.10 2     1   39     1380K  0B    1088K  862  1    sleeping  0[3]      0.00000 0.00000    501 4815     181    219       114       1505      534       978        6       13       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
861   system_installd  0.0  00:00.01 2     1   29     1008K  0B    988K   861  1    sleeping  0[1]      0.00000 0.00000    0   1277     134    90        36        648       197       196        2       1        0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
860   installd         0.0  00:00.02 2     1   28     988K   0B    968K   860  1    sleeping  0[1]      0.00000 0.00000    0   1262     134    89        36        644       193       194        1       1        0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
859   replayd          0.0  00:00.06 2     1   39     1244K  0B    1232K  859  1    sleeping  0[3]      0.00000 0.00000    501 2710     168    139       46        1164      336       672        1       1        0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
857   deleted_helper   0.0  00:00.01 2     1   20     788K   0B    776K   857  1    sleeping  0[1]      0.00000 0.00000    0   852      106    108       48        572       209       100        0       1        0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
855   transparencyd    0.0  00:00.26 2     1   58     2224K  0B    1896K  855  1    sleeping  0[1]      0.00000 0.00000    501 6012     163    367       144       6019      1416      1767       22      16       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
853   EscrowSecurityAl 0.0  00:00.08 2     1   45     1216K  0B    932K   853  1    sleeping  0[0]      0.00000 0.00000    501 5314     157    266       121       1293      632       752        13      15       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
765   periodic-wrapper 0.0  00:00.00 2     1   26     396K   0B    380K   765  1    sleeping *0[1]      0.00000 0.00000    0   416      70     84        34        251       174       53         0       0        0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
761   cloudphotod      0.0  00:00.74 2     1   92     3296K  0B    2848K  761  1    sleeping  0[25]     0.00000 0.00000    501 12041    296    887       313       10595     1994      5930       146     1164     0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
751   ScopedBookmarkAg 0.0  00:00.40 2     1   41     1548K  0B    660K   751  1    sleeping  0[8]      0.00000 0.00000    501 9320     119    1280      508       9539      2167      3003       1       52       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
750   photoanalysisd   0.0  00:01.72 2     1   69     5128K  0B    3532K  750  1    sleeping  0[769]    0.00000 0.00000    501 31912    254    3142      1060      21198     6725      9296       669     367      0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
749   ASPCarryLog      0.0  00:00.09 2     1   32     1068K  0B    812K   749  1    sleeping  0[2]      0.00000 0.00000    0   3914     143    193       124       1253      433       617        0       16       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
748   localizationswit 0.0  00:00.05 2     1   39     1052K  0B    812K   748  1    sleeping  0[3]      0.00000 0.00000    501 3399     132    232       128       1135      489       551        4       11       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
747   mapspushd        0.0  00:01.73 2     1   95     2820K  0B    1600K  747  1    sleeping  0[760]    0.00000 0.00000    501 25966    257    4448      1712      20863     8366      11620      93      1374     0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
746   ndoagent         0.0  00:00.06 2     1   39     1072K  0B    776K   746  1    sleeping  0[1]      0.00000 0.00000    501 3807     139    252       130       1057      602       829        0       11       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
740   dprivacyd        0.0  00:00.26 2     1   80     2172K  0B    1844K  740  1    sleeping  0[27]     0.00000 0.00000    0   9203     158    512       231       4977      1648      1963       16      19       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
737   FMIPClientXPCSer 0.0  00:00.06 2     1   31     1180K  0B    1164K  737  1    sleeping  0[2]      0.00000 0.00000    501 2120     173    179       60        866       373       238        11      3        0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
736   siriknowledged   0.0  00:00.27 2     1   41     2756K  0B    2684K  736  1    sleeping  0[7]      0.00000 0.00000    501 10019    295    461       212       2713      901       1281       40      32       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
735   storeaccountd    0.0  00:00.23 2     1   45     1552K  0B    1476K  735  1    sleeping  0[23]     0.00000 0.00000    501 6477     172    468       166       1801      933       881        8       14       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
734   com.apple.audio. 0.0  00:00.01 2     1   23     820K   0B    804K   734  1    sleeping  0[0]      0.00000 0.00000    501 1058     120    114       40        571       226       69         0       1        0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
732   assistant_servic 0.0  00:05.18 3     1   145    8716K  0B    6760K  732  1    sleeping  0[862]    0.00000 0.00000    501 64272    566    10003     1567      65522     23848     22870      823     1765     0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
731   CarbonComponentS 0.0  00:00.23 2     1   37     3648K  0B    3320K  731  1    sleeping  0[0]      0.00000 0.00000    501 4812     124    202       112       6764      652       1369       0       13       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
730   AudioComponentRe 0.0  00:00.23 2     1   77     1624K  0B    1584K  730  1    sleeping  0[34]     0.00000 0.00000    501 9032     135    673       245       2637      1644      1095       11      1        0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
729   devicecheckd     0.0  00:00.20 2     1   51     872K   0B    564K   729  1    sleeping  0[18]     0.00000 0.00000    501 3839     108    1552      602       4776      1582      1994       35      8        0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
724   PlugInLibrarySer 0.0  00:00.01 2     1   25     708K   0B    688K   724  1    sleeping  0[10]     0.00000 0.00000    501 1333     100    154       47        496       263       96         0       1        0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
720   com.apple.Safari 0.0  00:05.83 2     1   70     2104K  0B    1596K  720  1    sleeping  0[38]     0.00000 0.00000    501 37711    151    696       324       37432     1431      17749      3574    1910     0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
715   distnoted        0.0  00:00.14 2     1   28     436K   0B    416K   715  1    sleeping *0[1]      0.00000 0.00000    260 2046     83     1032      957       4356      2099      1580       0       0        0.0   0         0         _applepay              N/A    N/A   N/A   N/A   N/A   N/A  
714   SafariLaunchAgen 0.0  00:00.14 2     1   40     1968K  0B    1712K  714  1    sleeping *0[1]      0.00000 0.00000    501 6205     178    201       116       1548      462       1335       0       13       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
713   coreauthd        0.0  00:01.20 2     1   69     2204K  0B    892K   713  1    sleeping  0[336]    0.00000 0.00000    501 19175    192    12193     5530      11909     15050     11265      52      278      0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
712   translationd     0.0  00:01.99 2     1   38     1920K  0B    820K   712  1    sleeping  0[503]    0.00000 0.00000    501 28148    155    5380      1648      32097     6589      12456      316     117      0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
709   seld             0.0  00:00.25 2     1   55     1304K  0B    960K   709  1    sleeping  0[2]      0.00000 0.00000    260 6894     145    517       230       1908      1233      2158       66      36       0.0   0         0         _applepay              N/A    N/A   N/A   N/A   N/A   N/A  
703   passd            0.0  00:02.26 2     1   203    6600K  0B    4864K  703  1    sleeping *338[11]   0.00000 0.00000    501 39938    559    8560      2691      34281     17121     20720      204     1922     0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
699   com.apple.Safari 0.0  00:18.56 3     1   52     25M    256K  20M    699  1    sleeping  0[2423]   0.00000 0.00000    501 162904   165    9983      3636      1214083   38113     315497     42      283      0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
675   XprotectService  0.0  00:30.42 2     1   40     21M    0B    21M    675  1    sleeping  0[57]     0.00000 0.00000    0   471166   154    552       292       334045    2591      55224      308577  39       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
669   SiriNCService    0.0  00:09.04 4     1   236    4548K  0B    2648K  669  1    sleeping  0[10892]  0.00000 0.00000    501 32637    300    217213    48737     106150    447933    74050      89      398      0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
646   keyboardservices 0.0  00:00.66 2     1   65     2452K  0B    2340K  646  1    sleeping  0[78]     0.00000 0.00000    501 14569    178    2368      899       11144     3331      4507       143     58       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
645   AppleSpell       0.0  01:07.33 2     1   105    22M    0B    19M    645  1    sleeping *0[1]      0.00000 0.00000    501 141235   342    35291     7425      736523    55562     131725     7077    108      0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
640   Amphetamine      0.0  00:07.06 4     1   305    19M    0B    15M    640  1    sleeping *0[1672]   0.00000 0.00000    501 82570    339    78674     18314     62679     162384    81190      531     1811     0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
638   PlugInLibrarySer 0.0  00:00.01 2     1   24     648K   0B    628K   638  1    sleeping  0[10]     0.00000 0.00000    501 1096     100    155       47        496       256       60         0       0        0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
637   amsengagementd   0.0  00:03.01 4     1   148    4792K  0B    2924K  637  1    sleeping  0[96]     0.00000 0.00000    501 42783    338    4261      897       56467     15642     28485      477     3389     0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
636   com.apple.AppSto 0.0  00:00.03 2     1   27     952K   0B    940K   636  1    sleeping  0[1]      0.00000 0.00000    0   1756     131    86        33        693       200       74         0       0        0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
635   installcoordinat 0.0  00:00.10 2     1   40     1240K  0B    904K   635  1    sleeping  0[1]      0.00000 0.00000    274 4662     163    204       112       1193      530       724        1       13       0.0   0         0         _installcoordinationd  N/A    N/A   N/A   N/A   N/A   N/A  
633   appstoreagent    0.0  00:02.63 3     1   203    6760K  0B    5952K  633  1    sleeping  0[73]     0.00000 0.00000    501 37311    476    4392      768       54114     12317     25328      185     3499     0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
621   trustd           0.0  00:00.89 2     1   38     2688K  0B    2520K  621  1    sleeping  0[244]    0.00000 0.00000    89  10441    148    1507      392       11354     3918      2374       22      81       0.0   0         0         _spotlight             N/A    N/A   N/A   N/A   N/A   N/A  
620   pkd              0.0  00:00.10 2     1   49     1268K  0B    956K   620  1    sleeping  0[11]     0.00000 0.00000    89  6160     154    387       175       1377      852       729        60      12       0.0   0         0         _spotlight             N/A    N/A   N/A   N/A   N/A   N/A  
619   mdbulkimport     0.0  00:05.08 2     1   50     2404K  0B    2368K  619  1    sleeping *0[1]      0.00000 0.00000    89  71518    180    2925      1190      138332    46326     10136      62      38       0.0   0         0         _spotlight             N/A    N/A   N/A   N/A   N/A   N/A  
618   mdbulkimport     0.0  00:05.17 2     1   57     2472K  0B    2424K  618  1    sleeping *0[1]      0.00000 0.00000    501 73619    181    3039      1233      137693    46531     10666      6       41       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
616   DiskUnmountWatch 0.0  00:00.07 2     1   34     968K   0B    716K   616  1    sleeping  0[0]      0.00000 0.00000    501 4125     136    211       108       1407      469       587        22      13       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
614   rtcreportingd    0.0  00:00.67 2     1   65     2392K  0B    1856K  614  1    sleeping *0[1]      0.00000 0.00000    0   13393    176    2114      754       15930     2908      6106       16      1165     0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
613   com.apple.Stream 0.0  00:00.13 2     1   31     3796K  0B    3512K  613  1    sleeping  0[15]     0.00000 0.00000    242 4482     114    285       136       2839      557       821        0       8        0.0   0         0         _nsurlsessiond         N/A    N/A   N/A   N/A   N/A   N/A  
612   AssetCacheLocato 0.0  00:00.37 3     1   69     1628K  0B    1212K  612  1    sleeping  0[3]      0.00000 0.00000    235 8393     168    508       338       7123      1493      5159       3       1176     0.0   0         0         _assetcache            N/A    N/A   N/A   N/A   N/A   N/A  
611   spindump         0.0  00:04.00 2     1   66     3884K  0B    3504K  611  1    sleeping *0[1]      0.00000 0.00000    0   139399   166    19147     9253      26883     22182     11202      2466    38       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
608   ipcserver        0.0  00:00.00 1     0   23     584K   0B    568K   608  1    sleeping *0[1]      0.00000 0.00000    501 673      103    98        30        363       201       42         0       0        0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
606   SoftwareUpdateNo 0.0  00:01.34 3     1   232    4892K  0B    3736K  606  1    sleeping *0[1]      0.00000 0.00000    501 31352    294    10915     3275      12761     27050     16052      44      213      0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
586   findmydevice-use 0.0  00:00.27 2     1   53     1528K  0B    1240K  586  1    sleeping  0[37]     0.00000 0.00000    501 10058    164    837       242       3964      1957      1788       33      41       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
584   ReportCrash      0.0  00:00.07 3     1   39     1152K  0B    824K   584  1    sleeping *0[1]      0.00000 0.00000    501 4095     151    250       129       1127      617       818        6       15       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
574   gamecontrollerd  0.0  03:33.29 3     2   63     1716K  0B    528K   574  1    sleeping  0[375342] 0.00000 0.00000    247 20594    157    1534149   1175381   4016348   3429694   4667894    172     3440     0.0   0         0         _gamecontrollerd       N/A    N/A   N/A   N/A   N/A   N/A  
573   CVMServer        0.0  00:00.07 2     1   32     792K   0B    580K   573  1    sleeping *0[1]      0.00000 0.00000    0   2542     97     588       183       1397      721       667        0       85       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
572   PlugInLibrarySer 0.0  00:00.00 2     1   25     648K   0B    632K   572  1    sleeping  0[1]      0.00000 0.00000    501 708      100    115       38        424       232       51         0       0        0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
562   IMRemoteURLConne 0.0  00:00.01 2     1   29     772K   0B    756K   562  1    sleeping  0[0]      0.00000 0.00000    501 779      102    163       54        546       336       112        0       1        0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
550   suggestd         0.0  00:43.11 2     1   345    15M    0B    12M    550  1    sleeping *322[16]   0.00000 0.00000    501 144543   450    8409      2077      311637    39163     91532      7203    296      0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
548   corespotlightd   0.0  00:02.82 3     1   118    7764K  0B    5888K  548  1    sleeping *1[11]     0.00000 0.00000    501 71355    300    11600     3481      47660     25783     28449      4386    302      0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
547   fairplayd        0.0  00:00.29 2     1   40     1124K  0B    1116K  547  1    sleeping *0[1]      0.00000 0.00000    265 3865     146    3361      33        7094      7580      1532       0       2        0.0   0         0         _fpsd                  N/A    N/A   N/A   N/A   N/A   N/A  
546   morphunassetsupd 0.0  00:00.09 2     1   38     1040K  0B    916K   546  1    sleeping *0[1]      0.00000 0.00000    0   4379     117    279       154       1662      548       914        1       16       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
545   CrashReporterSup 0.0  00:00.04 2     1   32     780K   0B    456K   545  1    sleeping  0[0]      0.00000 0.00000    0   3216     97     159       105       719       401       530        0       11       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
535   com.apple.Charac 0.0  00:00.05 2     1   38     1012K  0B    700K   535  1    sleeping  0[1]      0.00000 0.00000    501 3307     125    201       109       820       488       518        0       11       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
534   PAH_Extension    0.0  00:05.12 4     2   207    3992K  0B    1840K  534  1    sleeping  0[21057]  0.00000 0.00000    501 32795    256    68292     18282     67257     139607    73236      46      591      0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
533   EmojiFunctionRow 0.0  00:09.57 3     1   241    8724K  0B    4252K  533  1    sleeping *0[3883]   0.00000 0.00000    501 72768    300    133566    30201     173168    277100    116298     81      1428     0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
532   com.apple.hiserv 0.0  00:18.97 2     1   67     1460K  0B    388K   532  1    sleeping  0[49543]  0.00000 0.00000    501 11036    111    220611    88477     244904    208405    179414     1       143      0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
531   AssetCacheTether 0.0  00:00.11 2     1   24     1592K  0B    1300K  531  1    sleeping  0[0]      0.00000 0.00000    0   4302     236    134       101       1211      330       780        0       9        0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
530   followupd        0.0  00:00.07 2     1   47     1184K  0B    1176K  530  1    sleeping  0[27]     0.00000 0.00000    501 4255     142    344       93        1288      585       415        8       2        0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
529   distnoted        0.0  00:00.15 2     1   28     436K   0B    416K   529  1    sleeping *0[1]      0.00000 0.00000    235 1999     83     1087      986       4475      2183      1426       0       0        0.0   0         0         _assetcache            N/A    N/A   N/A   N/A   N/A   N/A  
528   AssetCache       0.0  00:00.15 2     1   48     1944K  0B    1616K  528  1    sleeping  0[4]      0.00000 0.00000    235 5696     211    269       136       1749      670       852        18      10       0.0   0         0         _assetcache            N/A    N/A   N/A   N/A   N/A   N/A  
526   AssetCacheLocato 0.0  00:00.56 3     1   85     1940K  0B    1236K  526  1    sleeping  0[166]    0.00000 0.00000    501 14434    169    1540      576       11298     2855      6793       9       1250     0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
524   deleted          0.0  00:00.60 2     1   69     1964K  0B    1564K  524  1    sleeping  0[22]     0.00000 0.00000    501 9172     160    10391     4687      12365     10916     3778       30      19       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
523   AMPLibraryAgent  0.0  00:05.02 6     1   218    9880K  0B    7384K  523  1    sleeping  0[287]    0.00000 0.00000    501 125290   363    9160      2205      41832     25081     29655      47      2427     0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
522   neagent          0.0  00:00.31 2     1   47     1532K  0B    852K   522  1    sleeping *0[1]      0.00000 0.00000    501 15384    125    1327      358       3684      3574      1769       6       14       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
521   com.apple.siri.C 0.0  00:00.14 2     1   35     4196K  0B    4084K  521  1    sleeping  0[10]     0.00000 0.00000    501 6553     270    265       134       1489      684       1405       10      15       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
517   SafeEjectGPUServ 0.0  00:00.06 2     1   53     1464K  0B    1152K  517  1    sleeping  0[2]      0.00000 0.00000    501 3726     153    522       267       1110      688       604        5       10       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
516   SafeEjectGPUAgen 0.0  00:00.01 2     1   34     1008K  0B    992K   516  1    sleeping *0[2]      0.00000 0.00000    501 1113     124    135       42        590       299       61         0       0        0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
515   adprivacyd       0.0  00:01.21 3     1   122    3896K  0B    3344K  515  1    sleeping  0[57]     0.00000 0.00000    501 17850    238    1958      504       21696     3990      9599       172     1436     0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
513   triald           0.0  00:00.33 2     1   62     2308K  0B    1888K  513  1    sleeping  0[15]     0.00000 0.00000    501 8390     176    563       206       3675      1413      2125       183     14       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
512   ContainerMetadat 0.0  00:01.05 2     1   47     4276K  0B    4224K  512  1    sleeping  0[0]      0.00000 0.00000    501 17630    173    4993      569       13432     8646      6422       6       14       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
511   online-authd     0.0  00:00.01 2     1   34     636K   0B    628K   511  1    sleeping *1[1]      0.00000 0.00000    0   825      99     130       54        492       262       120        0       1        0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
510   aned             0.0  00:00.11 2     1   41     1112K  0B    836K   510  1    sleeping  0[2]      0.00000 0.00000    0   4109     123    207       126       1323      449       700        1       8        0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
507   CMFSyncAgent     0.0  00:00.09 2     1   54     1180K  0B    868K   507  1    sleeping  0[3]      0.00000 0.00000    501 6216     128    454       207       1700      1146      1120       0       16       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
505   CoreLocationAgen 0.0  00:01.16 3     1   200    4184K  0B    3096K  505  1    sleeping *0[1]      0.00000 0.00000    501 28885    261    9866      3050      9983      25296     14431      1       229      0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
503   loginitemregiste 0.0  00:00.05 2     1   36     952K   0B    692K   503  1    sleeping  0[2]      0.00000 0.00000    501 3526     113    218       120       1014      478       502        0       12       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
499   CategoriesServic 0.0  00:00.47 2     1   69     3488K  0B    2968K  499  1    sleeping  0[5]      0.00000 0.00000    501 10747    166    402       178       12262     951       5615       0       1520     0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
497   CategoriesServic 0.0  00:00.16 2     1   62     2672K  0B    2180K  497  1    sleeping  0[18]     0.00000 0.00000    501 8880     165    457       196       3127      908       1711       7       110      0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
496   IMRemoteURLConne 0.0  00:00.43 3     1   83     2416K  0B    2012K  496  1    sleeping  0[17]     0.00000 0.00000    501 10203    162    681       380       9205      2052      5700       2       1508     0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
495   QuickLookSatelli 0.0  00:03.29 2     1   93     16M    0B    15M    495  1    sleeping  0[5]      0.00000 0.00000    501 34534    357    1635      533       40570     3292      14622      288     42       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
493   colorsync.userag 0.0  00:00.09 2     1   55     1104K  0B    828K   493  1    sleeping *0[1]      0.00000 0.00000    501 3524     125    273       143       2356      707       803        7       14       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
492   com.apple.CloudD 0.0  00:00.19 2     1   62     2212K  0B    1824K  492  1    sleeping *0[1]      0.00000 0.00000    501 7427     190    932       277       4458      1800      1277       15      19       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
491   pbs              0.0  00:00.32 2     1   46     1308K  0B    868K   491  1    sleeping  0[62]     0.00000 0.00000    501 11694    118    970       477       6580      1781      2376       0       37       0.0   0         0         smasiner               N/A    N/A   N/A   N/A   N/A   N/A  
